"drugname_brand","drugname_generic","claim_count","total_spending","user_count","total_spending_per_user","unit_count","unit_cost_wavg","user_count_non_lowincome","out_of_pocket_avg_non_lowincome","user_count_lowincome","out_of_pocket_avg_lowincome","year"
"DICLOFENAC SODIUM ER","DICLOFENAC SODIUM",194791,4641125.66,66186,70.122467894,8911686.139,0.520790969,43765,26.073728093,22421,4.2798510325,2015
"DIFLUCAN","FLUCONAZOLE",1713,490290.5,925,530.04378378,16924.5,30.882963798,577,74.807365685,348,3.5370114943,2015
"DIGITEK","DIGOXIN",406919,18255680.98,111020,164.43596631,22385576,0.8146212722,86119,49.109527979,24901,6.9263985382,2015
"DIGOXIN/DIGOX","DIGOXIN",4124146,177441897.78,791977,224.04930671,187137958.37,0.9485173784,547886,57.486727951,244091,7.4097192031,2015
"DILT-CD","DILTIAZEM HCL",456,12261.34,165,74.311151515,17889,0.6882097931,103,47.896893204,62,3.495,2015
"DILTIAZEM 12HR ER","DILTIAZEM HCL",140347,19758338.06,40692,485.55829303,11183568.99,1.7875380457,27626,99.992368059,13066,7.1249624981,2015
"DILTIAZEM 24HR CD","DILTIAZEM HCL",1866837,66647512.05,414226,160.89649624,86456788.053,0.7837396209,274245,83.276566355,139981,7.0029969782,2015
"DILTIAZEM 24HR ER","DILTIAZEM HCL",1562081,99860346.16,452644,220.6156409,83447237.434,1.2293921392,327772,71.074614153,124872,6.9994692966,2015
"DILTIAZEM ER","DILTIAZEM HCL",1011361,44101172.49,267944,164.59100592,53402082.45,0.8332047935,188996,69.659692057,78948,7.0959157927,2015
"DILTIAZEM HCL","DILTIAZEM HCL",993494,19796981.43,226567,87.378044596,94885250.902,0.2129925579,144710,33.71501928,81857,5.0693035415,2015
"DILT-XR","DILTIAZEM HCL",488576,20298489.13,138242,146.83301117,31703526.65,0.6425138015,103835,67.327433621,34407,6.3574981835,2015
"DILTZAC ER","DILTIAZEM HCL",268,9519.03,82,116.08573171,9265,1.0217509259,46,34.256304348,36,4.6525,2015
"DIOVAN","VALSARTAN",654625,165465885.94,195114,848.04722337,30478837,5.4600863153,78214,232.24001521,116900,12.962533447,2015
"ALDACTONE","SPIRONOLACTONE",3264,483565.23,806,599.95686104,220974,2.1279784071,638,205.64410658,168,13.499345238,2015
"DITROPAN XL","OXYBUTYNIN CHLORIDE",3105,1070660.95,752,1423.7512633,189516,5.6460185899,432,270.06671296,320,11.72509375,2015
"DONEPEZIL HCL","DONEPEZIL HCL",8566438,178059249.22,1369422,130.02511222,336922613.62,0.5344540761,824907,45.823789094,544515,5.0946327466,2015
"DONEPEZIL HCL ODT","DONEPEZIL HCL",68042,2624510.54,15344,171.04474322,2587651.75,1.0141574266,8344,40.684763902,7000,3.2210014286,2015
"DORYX","DOXYCYCLINE HYCLATE",622,488547.08,362,1349.5775691,15998,30.229327991,280,151.08625,82,16.651463415,2015
"DOXY 100","DOXYCYCLINE HYCLATE",1753,357488.88,454,787.42044053,364156,0.9816915827,142,202.07746479,312,2.7225961538,2015
"DOXYCYCLINE HYCLATE","DOXYCYCLINE HYCLATE",3050930,183102829.93,1988395,92.085742486,90073346.712,2.2122127803,1318413,35.09626485,669982,2.5456235541,2015
"ALENDRONATE SODIUM","ALENDRONATE SODIUM",7645282,66696223.06,1623504,41.081649974,57226469.327,1.2448651562,1045961,21.897206225,577543,4.8684460551,2015
"DULOXETINE HCL","DULOXETINE HCL",7887481,746455799.01,1290339,578.49588287,376418278.63,1.9825843402,668044,168.9201381,622295,11.051286705,2015
"DYAZIDE","TRIAMTERENE/HYDROCHLOROTHIAZID",10355,934899.51,2311,404.54327564,579997,1.6119040443,2039,219.52613046,272,25.262794118,2015
"EASY COMFORT PEN NEEDLES","PEN NEEDLE, DIABETIC",37024,1959093.46,10901,179.71685717,4028270,0.4864813051,1311,46.743615561,9590,4.2667820647,2015
"EASY TOUCH PEN NEEDLE","PEN NEEDLE, DIABETIC",143343,3830265.02,45817,83.599210337,16144582.6,0.2372426078,14271,34.428808773,31546,5.1148421353,2015
"EC-NAPROSYN","NAPROXEN",159,31500.49,64,492.19515625,12488,2.4946180954,42,186.25761905,22,4.3827272727,2015
"EDLUAR","ZOLPIDEM TARTRATE",2899,1140648.38,642,1776.7108723,104692,10.895360947,459,331.90930283,183,27.149125683,2015
"ALL BRAND NAMES","ACETAMINOPHEN WITH CODEINE",2808369,37999058.9,1193769,31.8311657447965,172730692.29,,601232,,592537,,2011
"ALL BRAND NAMES","ACETAMINOPHEN WITH CODEINE",2702201,35558705.26,1172542,30.326167642609,165566539.89,,609612,,562911,,2012
"ALL BRAND NAMES","ACETAMINOPHEN WITH CODEINE",2720314,33470929.93,1213357,27.5853931942536,166605210.79,,678623,,534714,,2013
"ALL BRAND NAMES","ACETAMINOPHEN WITH CODEINE",2858600,32117328.6,1348055,23.8249393385285,172575742.66,,756691,,591351,,2014
"ALL BRAND NAMES","ACETAMINOPHEN WITH CODEINE",3681930,44258484.06,1723283,25.6826557564834,214573219.54,,984130,,739153,,2015
"ALL BRAND NAMES","ALBUTEROL SULFATE",9366473,399620845.68,3409724,117.200349846498,231607655.633,,1444829,,1964805,,2011
"ALL BRAND NAMES","ALBUTEROL SULFATE",10350759,492517502.95,3749795,131.345180989894,231983106.972,,1658249,,2091509,,2012
"ALL BRAND NAMES","ALBUTEROL SULFATE",11489785,610682022.45,4315990,141.492918762555,241000623.472,,2071680,,2244287,,2013
"ALL BRAND NAMES","ALBUTEROL SULFATE",12189232,695911338.12,4625527,150.450173162971,242069987.684,,2257697,,2367817,,2014
"ALL BRAND NAMES","ALBUTEROL SULFATE",13098126,775506319.72,5051619,153.516391422235,244621971.39,,2539830,,2511778,,2015
"ALL BRAND NAMES","ALENDRONATE SODIUM",9705020,156856307.07,1877123,83.5620825433389,63609655.663,,1203190,,673933,,2011
"ALL BRAND NAMES","ALENDRONATE SODIUM",8583691,110743552.94,1685946,65.6862989324688,55726402.321,,1069084,,616838,,2012
"ALL BRAND NAMES","ALENDRONATE SODIUM",8108698,102441740.22,1635562,62.6339693756641,54958691.548,,1050289,,585273,,2013
"ALL BRAND NAMES","ALENDRONATE SODIUM",7782770,83021255.66,1616779,51.3497860004367,55319919.532,,1038807,,577972,,2014
"ALL BRAND NAMES","ALENDRONATE SODIUM",7656007,68550302.16,1626592,42.1435136530857,57290562.327,,1047452,,579140,,2015
"ALL BRAND NAMES","ALLOPURINOL",6133841,46003504.47,1144629,40.1907556684306,326819032.66,,757082,,387547,,2011
"ALL BRAND NAMES","ALLOPURINOL",6759846,49805563.38,1281562,38.863171177048,387040868.66,,869342,,412220,,2012
"ALL BRAND NAMES","ALLOPURINOL",7636202,62636283.18,1481368,42.2827300036183,447663494.02,,1049486,,431882,,2013
"ALL BRAND NAMES","ALLOPURINOL",8056106,74760535.08,1599732,46.7331622296735,490859822.07,,1147191,,452541,,2014
"ALL BRAND NAMES","ALLOPURINOL",8415268,138621350.46,1696354,81.7172302833017,529196990.98,,1226068,,470286,,2015
"ALL BRAND NAMES","ALPRAZOLAM",1318291,13016672.04,267101,48.73314603839,83623789.5,,211625,,55459,,2011
"ALL BRAND NAMES","ALPRAZOLAM",1458864,15281743.98,308837,49.4815840718567,95832688.4,,249746,,59021,,2012
"ALL BRAND NAMES","ALPRAZOLAM",12655888,100875599.51,2489978,40.5126469029044,838728206.731,,1477242,,1012736,,2013
"ALL BRAND NAMES","ALPRAZOLAM",13843065,104331331.98,2574816,40.5199175319712,915809465.56,,1560049,,1014725,,2014
"ALL BRAND NAMES","ALPRAZOLAM",14650590,116000615.72,2708562,42.8273806248482,965444924.86,,1667216,,1041346,,2015
"ALL BRAND NAMES","AMLODIPINE BESYLATE",28022503,391256726.25,4815062,81.2568407738052,1266912340.14,,2894010,,1921052,,2011
"ALL BRAND NAMES","AMLODIPINE BESYLATE",30581713,320689679.9,5407096,59.3090412857475,1461829127.5,,3343650,,2063446,,2012
"ALL BRAND NAMES","AMLODIPINE BESYLATE",34668873,354683663.12,6258665,56.6708176775718,1722418835.1,,4057703,,2200962,,2013
"ALL BRAND NAMES","AMLODIPINE BESYLATE",36411317,316185090.8,6764139,46.7443219011318,1885116623.4,,4429470,,2334669,,2014
"ALL BRAND NAMES","AMLODIPINE BESYLATE",38264440,276907307.25,7273892,38.0686580512881,2044435550.5,,4789960,,2483932,,2015
"ALL BRAND NAMES","AMOXICILLIN",4574487,28109458.97,3194435,8.79950882393913,116133851.24,,2009154,,1185281,,2011
"ALL BRAND NAMES","AMOXICILLIN",4974280,28596090.2,3474344,8.23064446122779,124002710.64,,2246824,,1227520,,2012
"ALL BRAND NAMES","AMOXICILLIN",5825473,32681326.35,4067119,8.03549794092575,142623618.46,,2774388,,1292731,,2013
"ALL BRAND NAMES","AMOXICILLIN",6300133,31210754.68,4385667,7.11653545059395,150728161.6,,3068581,,1317070,,2014
"ALL BRAND NAMES","AMOXICILLIN",6709273,29520783.44,4677894,6.31069952418759,158915620.22,,3321986,,1355908,,2015
"ALL BRAND NAMES","AMOXICILLIN/POTASSIUM CLAV",2551050,71787276.82,1961826,36.5920712744148,56780648.133,,1121163,,840663,,2011
"ALL BRAND NAMES","AMOXICILLIN/POTASSIUM CLAV",2789049,70953741,2125972,33.3747297706649,61373218.268,,1256822,,869150,,2012
"ALL BRAND NAMES","AMOXICILLIN/POTASSIUM CLAV",3365648,78222484.3,2560867,30.5453130912304,73119077.202,,1612723,,948144,,2013
"ALL BRAND NAMES","AMOXICILLIN/POTASSIUM CLAV",3582414,65319597.35,2735490,23.8785728882211,76965119.625,,1754406,,981084,,2014
"ALL BRAND NAMES","AMOXICILLIN/POTASSIUM CLAV",3987767,60618056.23,3055053,19.8419000357768,84894218.419,,1996366,,1058687,,2015
"ALL BRAND NAMES","ATENOLOL",13995124,108154536.66,2468960,43.8057063135895,818006677.92,,1694058,,774902,,2011
"ALL BRAND NAMES","ATENOLOL",13718767,104210145.07,2507943,41.5520388900386,838584897.68,,1757428,,750515,,2012
"ALL BRAND NAMES","ATENOLOL",13939892,106812348.65,2629664,40.6182495748506,892141157.11,,1906807,,722857,,2013
"ALL BRAND NAMES","ATENOLOL",13414271,99193464.88,2609351,38.0146116333142,889980702.86,,1913109,,696242,,2014
"ALL BRAND NAMES","ATENOLOL",12924048,98156589.55,2571936,38.1644759239732,882878844.89,,1899836,,672100,,2015
"ALL BRAND NAMES","ATORVASTATIN CALCIUM",14504569,2797072160.25,3312409,844.422340432598,617091784.03,,2096853,,1215556,,2011
"ALL BRAND NAMES","ATORVASTATIN CALCIUM",19570131,2068872795.75,4791134,431.812759933243,894463690.71,,3116684,,1674450,,2012
"ALL BRAND NAMES","ATORVASTATIN CALCIUM",26975206,995554424.35,5437248,183.098954535456,1336854272.514,,3814272,,1622976,,2013
"ALL BRAND NAMES","ATORVASTATIN CALCIUM",32747668,796404670.87,6780408,117.456747568878,1698912466.5,,4799716,,1980692,,2014
"ALL BRAND NAMES","ATORVASTATIN CALCIUM",38701434,755163650.97,8095513,93.2817538517942,2084081025.2,,5738609,,2356904,,2015
"ALL BRAND NAMES","AZITHROMYCIN",7293689,121185573.299,5077317,23.8680337073695,46810071.36,,3021563,,2055754,,2011
"ALL BRAND NAMES","AZITHROMYCIN",7482321,110779105.509,5244055,21.1247032132577,49338534.92,,3193228,,2050827,,2012
"ALL BRAND NAMES","AZITHROMYCIN",7468237,102126801.7,5337985,19.1320885502676,50315029.654,,3389937,,1948048,,2013
"ALL BRAND NAMES","AZITHROMYCIN",7398518,78308109.18,5305178,14.7606940200687,50502658.903,,3424645,,1880533,,2014
"ALL BRAND NAMES","AZITHROMYCIN",8024170,75213535.01,5769063,13.037391862422,54944576.77,,3804347,,1964716,,2015
"ALL BRAND NAMES","BUPROPION HCL",4383091,256391876.52,908507,282.212329151014,242196349.469,,417857,,490650,,2011
"ALL BRAND NAMES","BUPROPION HCL",4852770,253393890.39,983016,257.771888138138,282510281.809,,477400,,505598,,2012
"ALL BRAND NAMES","BUPROPION HCL",5493045,247277997.87,1091323,226.585527721857,317051483.263,,574261,,517062,,2013
"ALL BRAND NAMES","BUPROPION HCL",5951736,253843545.92,1191749,213.000846587662,346999176.511,,646034,,545715,,2014
"ALL BRAND NAMES","BUPROPION HCL",6424509,285212169.46,1284447,222.050555188342,376214316.97,,711318,,573129,,2015
"ALL BRAND NAMES","CARVEDILOL",10554965,157126812.89,1767877,88.8788150363402,859871974.17,,1010494,,757383,,2011
"ALL BRAND NAMES","CARVEDILOL",11613427,146039787.46,1991107,73.3460268383367,995039157.98,,1172304,,818803,,2012
"ALL BRAND NAMES","CARVEDILOL",13164137,165905261.35,2319486,71.5267353844774,1187593204.4,,1439836,,879650,,2013
"ALL BRAND NAMES","CARVEDILOL",13950396,144198726.89,2512343,57.396114658707,1305475657.8,,1580575,,931768,,2014
"ALL BRAND NAMES","CARVEDILOL",14571749,122629524.18,2676932,45.8097270233237,1408359478.5,,1698659,,978273,,2015
"ALL BRAND NAMES","CELECOXIB",3053004,573876363.6,737552,778.082580753628,144640911.42,,419576,,317976,,2011
"ALL BRAND NAMES","CELECOXIB",3186574,693337407.44,773399,896.480868788297,162752709.45,,457412,,315987,,2012
"ALL BRAND NAMES","CELECOXIB",3628798,947256117.37,892217,1061.68803931106,180376989.9,,569200,,323017,,2013
"ALL BRAND NAMES","CELECOXIB",3448955,1085524363.23,939214,1155.77958083035,172747690.51,,599601,,339613,,2014
"ALL BRAND NAMES","CELECOXIB",3238443,566762818.58,880574,643.628835941102,172158681.051,,562079,,318495,,2015
"ALL BRAND NAMES","CEPHALEXIN",3942046,35657973.22,2766776,12.8879147498749,117141083.43,,1627762,,1139014,,2011
"ALL BRAND NAMES","CEPHALEXIN",4228024,35166260.04,2956253,11.8955515782986,124309487.62,,1789467,,1166786,,2012
"ALL BRAND NAMES","CEPHALEXIN",4774362,37255093.37,3337360,11.1630430549896,138902543.52,,2140681,,1196679,,2013
"ALL BRAND NAMES","CEPHALEXIN",5042010,37286419.4,3530500,10.5612291176887,144962398.05,,2318865,,1211635,,2014
"ALL BRAND NAMES","CEPHALEXIN",5340195,35457795.01,3745343,9.46716896423105,151941957.49,,2492889,,1252454,,2015
"ALL BRAND NAMES","CIPROFLOXACIN HCL",6370159,52220392.27,4249989,12.2871829244735,109014322.81,,2547329,,1702629,,2011
"ALL BRAND NAMES","CIPROFLOXACIN HCL",6636045,52380995.57,4438415,11.8017345313586,104954313.47,,2729514,,1708901,,2012
"ALL BRAND NAMES","CIPROFLOXACIN HCL",7102728,51892049.03,4791320,10.8304285729194,111431087.19,,3111437,,1679883,,2013
"ALL BRAND NAMES","CIPROFLOXACIN HCL",7267866,48582372.4,4936189,9.84208108725172,112863027.75,,3281162,,1655027,,2014
"ALL BRAND NAMES","CIPROFLOXACIN HCL",7409398,53840261.95,5067532,10.6245529283288,113881858.11,,3413401,,1654131,,2015
"ALL BRAND NAMES","CITALOPRAM HYDROBROMIDE",10124643,108363055.48,1792037,60.4692065398203,413848346.18,,944498,,847539,,2011
"ALL BRAND NAMES","CITALOPRAM HYDROBROMIDE",10809004,97652820.91,1910856,51.1042281103338,450800329.09,,1044158,,866698,,2012
"ALL BRAND NAMES","CITALOPRAM HYDROBROMIDE",11003470,99121758.48,1951580,50.7905176728599,478188647.82,,1125029,,826551,,2013
"ALL BRAND NAMES","CITALOPRAM HYDROBROMIDE",10804271,86320685.68,1936638,44.5724423872711,483540543.15,,1138694,,797944,,2014
"ALL BRAND NAMES","CITALOPRAM HYDROBROMIDE",10510301,75286870.93,1896126,39.7056265933804,484824140.5,,1132760,,763366,,2015
"ALL BRAND NAMES","CLINDAMYCIN HCL",1418344,22748056.03,1032976,22.021863073295,42400709.072,,624701,,408275,,2011
"ALL BRAND NAMES","CLINDAMYCIN HCL",1593480,22860513.35,1159751,19.7115702853457,47042989.984,,714730,,445021,,2012
"ALL BRAND NAMES","CLINDAMYCIN HCL",1863907,23511878.59,1355888,17.3405757628949,54116474.86,,877212,,478676,,2013
"ALL BRAND NAMES","CLINDAMYCIN HCL",2030106,21036786.13,1475394,14.2584191951438,58094055.706,,964302,,511092,,2014
"ALL BRAND NAMES","CLINDAMYCIN HCL",2203816,19652164.49,1607292,12.2268788060912,62845137.1,,1054003,,553289,,2015
"ALL BRAND NAMES","CLOBETASOL PROPIONATE",1261921,50159721.02,639696,78.4118097033591,74732219.286,,435493,,204203,,2011
"ALL BRAND NAMES","CLOBETASOL PROPIONATE",1480221,61982004.58,745975,83.0885814940179,86167773.974,,518629,,227346,,2012
"ALL BRAND NAMES","CLOBETASOL PROPIONATE",1802067,75258228.49,912299,82.4929419959904,105106968.227,,657697,,254602,,2013
"ALL BRAND NAMES","CLOBETASOL PROPIONATE",1970499,176238389.35,1007263,174.967599673571,112912922.74,,729179,,278048,,2014
"ALL BRAND NAMES","CLOBETASOL PROPIONATE",1952873,392424235.71,1001053,392.011447655619,110725145.7,,711543,,289510,,2015
"ALL BRAND NAMES","CLONAZEPAM",589070,7022259.5,111178,63.1623117883034,36519854.79,,88596,,22582,,2011
"ALL BRAND NAMES","CLONAZEPAM",634540,7417224.08,117756,62.9880777200312,41212057.661,,93444,,24312,,2012
"ALL BRAND NAMES","CLONAZEPAM",8940172,76632449.14,1398151,54.8098518257327,547822578.06,,679854,,718297,,2013
"ALL BRAND NAMES","CLONAZEPAM",9827079,75043050.25,1491861,50.301636848205,601928166.71,,741036,,750825,,2014
"ALL BRAND NAMES","CLONAZEPAM",10145435,69986778.27,1525172,45.8877938160417,617723880.7,,767455,,757717,,2015
"ALL BRAND NAMES","CLONIDINE HCL",4610153,41913994.94,863054,48.5647421134715,367230705.19,,398133,,464921,,2011
"ALL BRAND NAMES","CLONIDINE HCL",4748722,43726590.52,911859,47.9532367613853,403879550.22,,430868,,480977,,2012
"ALL BRAND NAMES","CLONIDINE HCL",4983123,48666352.58,981348,49.5913300684365,420274929.1,,494065,,487283,,2013
"ALL BRAND NAMES","CLONIDINE HCL",4890100,45154620.75,981713,45.9957449376753,430997367.84,,499420,,482293,,2014
"ALL BRAND NAMES","CLONIDINE HCL",4762755,40412054.13,980984,41.1954263576164,419444288.16,,503383,,477581,,2015
"ALL BRAND NAMES","CLOPIDOGREL BISULFATE",15210069,3656740020.7,2395443,1526.54019348404,591910758.74,,1365616,,1029827,,2011
"ALL BRAND NAMES","CLOPIDOGREL BISULFATE",15029644,2167061931.96,4169818,519.701802802904,619262919.96,,2422925,,1746893,,2012
"ALL BRAND NAMES","CLOPIDOGREL BISULFATE",15531345,716278206.62,2745141,260.925834636545,702644513.661,,1718530,,1026611,,2013
"ALL BRAND NAMES","CLOPIDOGREL BISULFATE",15302190,373467445.12,2790183,133.850519883463,722871647.361,,1789782,,1000401,,2014
"ALL BRAND NAMES","CLOPIDOGREL BISULFATE",15122972,243920686.12,2833133,86.0957414000684,741130532.37,,1840682,,992451,,2015
"ALL BRAND NAMES","CYCLOBENZAPRINE HCL",5052685,50714010.19,1776005,28.5551055261669,290151798.69,,830663,,945342,,2011
"ALL BRAND NAMES","CYCLOBENZAPRINE HCL",4518725,51167123.25,1597600,32.0274932711567,259920025.42,,719751,,877849,,2012
"ALL BRAND NAMES","CYCLOBENZAPRINE HCL",4430555,54313359.55,1556364,34.8975943609593,259396970.89,,739966,,816398,,2013
"ALL BRAND NAMES","CYCLOBENZAPRINE HCL",3502842,71196676.17,1299478,54.788673736685,210268300.01,,622446,,677032,,2014
"ALL BRAND NAMES","CYCLOBENZAPRINE HCL",4066636,73066274.8,1399536,52.2074993426393,249646267.35,,604197,,795317,,2015
"ALL BRAND NAMES","DICLOFENAC SODIUM",3437335,216249232.81,1307618,165.376457658123,428389382.19,,644202,,663416,,2011
"ALL BRAND NAMES","DICLOFENAC SODIUM",3514137,222718245.24,1393128,159.869190225162,411361967.734,,714945,,678183,,2012
"ALL BRAND NAMES","DICLOFENAC SODIUM",4437121,278804602.42,1702714,163.74129913773,569127444.546,,915072,,787642,,2013
"ALL BRAND NAMES","DICLOFENAC SODIUM",4916729,328511030.78,1896026,173.2629356243,641436647.144,,1031136,,864890,,2014
"ALL BRAND NAMES","DICLOFENAC SODIUM",5244051,411610369.04,1963151,209.66821657631,669563331.566,,1047881,,915270,,2015
"ALL BRAND NAMES","DIGOXIN",5896967,47615309.49,1004492,47.4023780079881,248811481.21,,642105,,362387,,2011
"ALL BRAND NAMES","DIGOXIN",5583491,45456982.2,979551,46.4059372100074,253054026.23,,640244,,339290,,2012
"ALL BRAND NAMES","DIGOXIN",5454778,62822264.93,992660,63.2867899683678,249187961.55,,679151,,313509,,2013
"ALL BRAND NAMES","DIGOXIN",5104920,224183375.75,932915,240.30418178505,235330914.266,,646214,,286701,,2014
"ALL BRAND NAMES","DIGOXIN",4578449,202459987.74,912443,221.887819556948,211469238.37,,640044,,272399,,2015
"ALL BRAND NAMES","DILTIAZEM HCL",7947201,363795515.07,1638797,221.989370904389,408875125.827,,1068130,,570667,,2011
"ALL BRAND NAMES","DILTIAZEM HCL",7949324,353302966.77,1719238,205.499742775578,427343925.122,,1145689,,573549,,2012
"ALL BRAND NAMES","DILTIAZEM HCL",8384372,391999708.54,1871001,209.513361318353,472752123.495,,1308231,,562770,,2013
"ALL BRAND NAMES","DILTIAZEM HCL",8241674,372035332.85,1955631,190.238001366311,480617934.296,,1377363,,578268,,2014
"ALL BRAND NAMES","DILTIAZEM HCL",8190655,380986377.35,2112245,180.370353510128,489118953.509,,1505658,,606587,,2015
"ALL BRAND NAMES","DONEPEZIL HCL",7745270,1038777442.25,1276002,814.087628585222,267576037.736,,637131,,638871,,2011
"ALL BRAND NAMES","DONEPEZIL HCL",7960889,367839143.6,1228500,299.421362311762,303049149,,656430,,572070,,2012
"ALL BRAND NAMES","DONEPEZIL HCL",8545676,305965521.12,1337915,228.688310632589,319349796.239,,769657,,568258,,2013
"ALL BRAND NAMES","DONEPEZIL HCL",8574285,221954448.82,1349033,164.528554023512,328564945.37,,793966,,555067,,2014
"ALL BRAND NAMES","DONEPEZIL HCL",8649247,189457566.26,1387946,136.502116263889,340110428.37,,835106,,552840,,2015
"ALL BRAND NAMES","DOXYCYCLINE HYCLATE",2522377,22242624.81,1625400,13.6844006459948,74019533.886,,933490,,691883,,2011
"ALL BRAND NAMES","DOXYCYCLINE HYCLATE",2949039,25567545.01,1864080,13.7159054386078,88301547.24,,1100143,,763937,,2012
"ALL BRAND NAMES","DOXYCYCLINE HYCLATE",2911668,208552481.95,1881675,110.833423386079,88822238.521,,1206038,,675637,,2013
"ALL BRAND NAMES","DOXYCYCLINE HYCLATE",2858262,224090217.82,1829250,122.503877447041,87263641.425,,1194976,,634274,,2014
"ALL BRAND NAMES","DOXYCYCLINE HYCLATE",3053446,183997554.29,1989288,92.4941759513957,90460827.712,,1318873,,670397,,2015
"ALL BRAND NAMES","DULOXETINE HCL",4930036,1020322158.9,780792,1306.77844919005,202880121.43,,311293,,469499,,2011
"ALL BRAND NAMES","DULOXETINE HCL",5776388,1453826872.8,912774,1592.75666572448,243802900.83,,386765,,526009,,2012
"ALL BRAND NAMES","DULOXETINE HCL",7065396,2006835055.19,1200625,1671.49197725351,287992989.83,,552037,,648588,,2013
"ALL BRAND NAMES","DULOXETINE HCL",7525503,1567432162.07,1314068,1192.80901906903,336323224.563,,636580,,677488,,2014
"ALL BRAND NAMES","DULOXETINE HCL",8001916,788039013.6,1314336,599.57196150756,382250984.63,,678737,,635599,,2015
"ALL BRAND NAMES","ENALAPRIL MALEATE",5232274,54095365.1,867218,62.3780469270702,307684116.56,,525452,,341766,,2011
